이 메시지는 콘솔과 파일에 동시에 기록됩니다.
이 메시지도 로그에 기록됩니다.
torch.Size([1, 8, 256, 256])
Warning: PPO model not found at ./ppo_MlpPolicy_models/ppo_MlpPolicy_latest.zip. Starting training from scratch.
Starting training from scratch.
Using cuda device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
[40;93m[Episode Start] Currently using dataset file: ('/nfs/dataset/DIV2K/DIV2K_train_HR/DIV2K_train_HR/0373.png',), Episode count: 1[0m
[92mInitial PSNR: 23.639778[0m
Logging to ./ppo_MultiInputPolicy/PPO_10
Step: 0      | Time taken for 스텝 사이와 사이 (action choose time?) : 1736773724.457479 seconds
Step: 219    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.009600 seconds
Step: 219    |Time taken for simulate : 0.014990 seconds
Step: 219    | Time taken for NumPy : 0.000241 seconds
Step: 219    | Time taken for obs : 0.000001 seconds
Step: 219    | Time taken for reward : 0.000006 seconds
Step: 220    | Time taken for print : 0.000005 seconds
Step: 220    | Time taken for terminated : 0.000011 seconds
Step: 220    | Time taken for max_steps : 0.000000 seconds
Step: 220    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007382 seconds
Step: 220    |Time taken for simulate : 0.012736 seconds
Step: 220    | Time taken for NumPy : 0.000176 seconds
Step: 220    | Time taken for obs : 0.000001 seconds
Step: 220    | Time taken for reward : 0.000001 seconds
Step: 221    | Time taken for rollback : 0.000016 seconds
Step: 221    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006659 seconds
Step: 221    |Time taken for simulate : 0.005563 seconds
Step: 221    | Time taken for NumPy : 0.000453 seconds
Step: 221    | Time taken for obs : 0.000346 seconds
Step: 221    | Time taken for reward : 0.000001 seconds
Step: 222    | Time taken for print : 0.000001 seconds
Step: 222    | Time taken for terminated : 0.000002 seconds
Step: 222    | Time taken for max_steps : 0.000000 seconds
Step: 222    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006628 seconds
Step: 222    |Time taken for simulate : 0.002075 seconds
Step: 222    | Time taken for NumPy : 0.000534 seconds
Step: 222    | Time taken for obs : 0.000001 seconds
Step: 222    | Time taken for reward : 0.000253 seconds
Step: 223    | Time taken for print : 0.000000 seconds
Step: 223    | Time taken for terminated : 0.000001 seconds
Step: 223    | Time taken for max_steps : 0.000000 seconds
Step: 223    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006768 seconds
Step: 223    |Time taken for simulate : 0.002191 seconds
Step: 223    | Time taken for NumPy : 0.000223 seconds
Step: 223    | Time taken for obs : 0.000000 seconds
Step: 223    | Time taken for reward : 0.000001 seconds
Step: 224    | Time taken for print : 0.000001 seconds
Step: 224    | Time taken for terminated : 0.000002 seconds
Step: 224    | Time taken for max_steps : 0.000000 seconds
Step: 224    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007291 seconds
Step: 224    |Time taken for simulate : 0.002442 seconds
Step: 224    | Time taken for NumPy : 0.000515 seconds
Step: 224    | Time taken for obs : 0.000000 seconds
Step: 224    | Time taken for reward : 0.000001 seconds
Step: 225    | Time taken for print : 0.000001 seconds
Step: 225    | Time taken for terminated : 0.000005 seconds
Step: 225    | Time taken for max_steps : 0.000001 seconds
Step: 225    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007870 seconds
Step: 225    |Time taken for simulate : 0.002071 seconds
Step: 225    | Time taken for NumPy : 0.000181 seconds
Step: 225    | Time taken for obs : 0.000000 seconds
Step: 225    | Time taken for reward : 0.000001 seconds
Step: 226    | Time taken for print : 0.000000 seconds
Step: 226    | Time taken for terminated : 0.000001 seconds
Step: 226    | Time taken for max_steps : 0.000001 seconds
Step: 226    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006762 seconds
Step: 226    |Time taken for simulate : 0.001887 seconds
Step: 226    | Time taken for NumPy : 0.000174 seconds
Step: 226    | Time taken for obs : 0.000000 seconds
Step: 226    | Time taken for reward : 0.000001 seconds
Step: 227    | Time taken for print : 0.000000 seconds
Step: 227    | Time taken for terminated : 0.000002 seconds
Step: 227    | Time taken for max_steps : 0.000001 seconds
Step: 227    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006530 seconds
Step: 227    |Time taken for simulate : 0.002639 seconds
Step: 227    | Time taken for NumPy : 0.000175 seconds
Step: 227    | Time taken for obs : 0.000000 seconds
Step: 227    | Time taken for reward : 0.000001 seconds
Step: 228    | Time taken for print : 0.000000 seconds
Step: 228    | Time taken for terminated : 0.000001 seconds
Step: 228    | Time taken for max_steps : 0.000000 seconds
Step: 228    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006570 seconds
Step: 228    |Time taken for simulate : 0.002312 seconds
Step: 228    | Time taken for NumPy : 0.000171 seconds
Step: 228    | Time taken for obs : 0.000000 seconds
Step: 228    | Time taken for reward : 0.000001 seconds
Step: 229    | Time taken for print : 0.000001 seconds
Step: 229    | Time taken for terminated : 0.000001 seconds
Step: 229    | Time taken for max_steps : 0.000001 seconds
Step: 229    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006284 seconds
Step: 229    |Time taken for simulate : 0.002323 seconds
Step: 229    | Time taken for NumPy : 0.000398 seconds
Step: 229    | Time taken for obs : 0.000000 seconds
Step: 229    | Time taken for reward : 0.000001 seconds
Step: 230    | Time taken for print : 0.000000 seconds
Step: 230    | Time taken for terminated : 0.000002 seconds
Step: 230    | Time taken for max_steps : 0.000000 seconds
Step: 230    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006285 seconds
Step: 230    |Time taken for simulate : 0.002431 seconds
Step: 230    | Time taken for NumPy : 0.000390 seconds
Step: 230    | Time taken for obs : 0.000001 seconds
Step: 230    | Time taken for reward : 0.000001 seconds
Step: 231    | Time taken for rollback : 0.000015 seconds
Step: 231    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.010550 seconds
Step: 231    |Time taken for simulate : 0.002983 seconds
Step: 231    | Time taken for NumPy : 0.000309 seconds
Step: 231    | Time taken for obs : 0.000000 seconds
Step: 231    | Time taken for reward : 0.000005 seconds
Step: 232    | Time taken for rollback : 0.000074 seconds
Step: 232    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.010546 seconds
Step: 232    |Time taken for simulate : 0.002183 seconds
Step: 232    | Time taken for NumPy : 0.000189 seconds
Step: 232    | Time taken for obs : 0.000001 seconds
Step: 232    | Time taken for reward : 0.000001 seconds
Step: 233    | Time taken for print : 0.000001 seconds
Step: 233    | Time taken for terminated : 0.000002 seconds
Step: 233    | Time taken for max_steps : 0.000001 seconds
Step: 233    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006972 seconds
Step: 233    |Time taken for simulate : 0.012706 seconds
Step: 233    | Time taken for NumPy : 0.000177 seconds
Step: 233    | Time taken for obs : 0.000000 seconds
Step: 233    | Time taken for reward : 0.000001 seconds
Step: 234    | Time taken for rollback : 0.000014 seconds
Step: 234    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006701 seconds
Step: 234    |Time taken for simulate : 0.006268 seconds
Step: 234    | Time taken for NumPy : 0.000195 seconds
Step: 234    | Time taken for obs : 0.000000 seconds
Step: 234    | Time taken for reward : 0.000001 seconds
Step: 235    | Time taken for rollback : 0.000015 seconds
Step: 235    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006809 seconds
Step: 235    |Time taken for simulate : 0.002001 seconds
Step: 235    | Time taken for NumPy : 0.000554 seconds
Step: 235    | Time taken for obs : 0.000001 seconds
Step: 235    | Time taken for reward : 0.000247 seconds
Step: 236    | Time taken for rollback : 0.000013 seconds
Step: 236    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006485 seconds
Step: 236    |Time taken for simulate : 0.002776 seconds
Step: 236    | Time taken for NumPy : 0.000191 seconds
Step: 236    | Time taken for obs : 0.000001 seconds
Step: 236    | Time taken for reward : 0.000001 seconds
Step: 237    | Time taken for rollback : 0.000026 seconds
Step: 237    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.011609 seconds
Step: 237    |Time taken for simulate : 0.002465 seconds
Step: 237    | Time taken for NumPy : 0.000171 seconds
Step: 237    | Time taken for obs : 0.000000 seconds
Step: 237    | Time taken for reward : 0.000001 seconds
Step: 238    | Time taken for print : 0.000001 seconds
Step: 238    | Time taken for terminated : 0.000002 seconds
Step: 238    | Time taken for max_steps : 0.000001 seconds
Step: 238    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007632 seconds
Step: 238    |Time taken for simulate : 0.002109 seconds
Step: 238    | Time taken for NumPy : 0.000206 seconds
Step: 238    | Time taken for obs : 0.000000 seconds
Step: 238    | Time taken for reward : 0.000001 seconds
Step: 239    | Time taken for rollback : 0.000014 seconds
Step: 239    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006832 seconds
Step: 239    |Time taken for simulate : 0.002155 seconds
Step: 239    | Time taken for NumPy : 0.000228 seconds
Step: 239    | Time taken for obs : 0.000000 seconds
Step: 239    | Time taken for reward : 0.000000 seconds
Step: 240    | Time taken for print : 0.000001 seconds
Step: 240    | Time taken for terminated : 0.000001 seconds
Step: 240    | Time taken for max_steps : 0.000001 seconds
Step: 240    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006519 seconds
Step: 240    |Time taken for simulate : 0.002059 seconds
Step: 240    | Time taken for NumPy : 0.000177 seconds
Step: 240    | Time taken for obs : 0.000001 seconds
Step: 240    | Time taken for reward : 0.000001 seconds
Step: 241    | Time taken for rollback : 0.000014 seconds
Step: 241    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007111 seconds
Step: 241    |Time taken for simulate : 0.002227 seconds
Step: 241    | Time taken for NumPy : 0.000189 seconds
Step: 241    | Time taken for obs : 0.000000 seconds
Step: 241    | Time taken for reward : 0.000001 seconds
Step: 242    | Time taken for rollback : 0.000281 seconds
Step: 242    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.009203 seconds
Step: 242    |Time taken for simulate : 0.002165 seconds
Step: 242    | Time taken for NumPy : 0.000525 seconds
Step: 242    | Time taken for obs : 0.000000 seconds
Step: 242    | Time taken for reward : 0.000001 seconds
Step: 243    | Time taken for print : 0.000001 seconds
Step: 243    | Time taken for terminated : 0.000002 seconds
Step: 243    | Time taken for max_steps : 0.000001 seconds
Step: 243    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.010567 seconds
Step: 243    |Time taken for simulate : 0.001944 seconds
Step: 243    | Time taken for NumPy : 0.000535 seconds
Step: 243    | Time taken for obs : 0.000000 seconds
Step: 243    | Time taken for reward : 0.000240 seconds
Step: 244    | Time taken for print : 0.000001 seconds
Step: 244    | Time taken for terminated : 0.000002 seconds
Step: 244    | Time taken for max_steps : 0.000000 seconds
Step: 244    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008991 seconds
Step: 244    |Time taken for simulate : 0.001765 seconds
Step: 244    | Time taken for NumPy : 0.000203 seconds
Step: 244    | Time taken for obs : 0.000000 seconds
Step: 244    | Time taken for reward : 0.000001 seconds
Step: 245    | Time taken for print : 0.000001 seconds
Step: 245    | Time taken for terminated : 0.000001 seconds
Step: 245    | Time taken for max_steps : 0.000001 seconds
Step: 245    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008186 seconds
Step: 245    |Time taken for simulate : 0.002285 seconds
Step: 245    | Time taken for NumPy : 0.000187 seconds
Step: 245    | Time taken for obs : 0.000000 seconds
Step: 245    | Time taken for reward : 0.000001 seconds
Step: 246    | Time taken for rollback : 0.000013 seconds
Step: 246    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.010968 seconds
Step: 246    |Time taken for simulate : 0.015826 seconds
Step: 246    | Time taken for NumPy : 0.000223 seconds
Step: 246    | Time taken for obs : 0.000001 seconds
Step: 246    | Time taken for reward : 0.000001 seconds
Step: 247    | Time taken for print : 0.000001 seconds
Step: 247    | Time taken for terminated : 0.000002 seconds
Step: 247    | Time taken for max_steps : 0.000001 seconds
Step: 247    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007808 seconds
Step: 247    |Time taken for simulate : 0.006644 seconds
Step: 247    | Time taken for NumPy : 0.000178 seconds
Step: 247    | Time taken for obs : 0.000001 seconds
Step: 247    | Time taken for reward : 0.000001 seconds
Step: 248    | Time taken for print : 0.000001 seconds
Step: 248    | Time taken for terminated : 0.000002 seconds
Step: 248    | Time taken for max_steps : 0.000001 seconds
Step: 248    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006603 seconds
Step: 248    |Time taken for simulate : 0.002110 seconds
Step: 248    | Time taken for NumPy : 0.000551 seconds
Step: 248    | Time taken for obs : 0.000000 seconds
Step: 248    | Time taken for reward : 0.000001 seconds
Step: 249    | Time taken for rollback : 0.000013 seconds
Step: 249    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006791 seconds
Step: 249    |Time taken for simulate : 0.001743 seconds
Step: 249    | Time taken for NumPy : 0.000528 seconds
Step: 249    | Time taken for obs : 0.000000 seconds
Step: 249    | Time taken for reward : 0.000001 seconds
Step: 250    | Time taken for print : 0.000001 seconds
Step: 250    | Time taken for terminated : 0.000001 seconds
Step: 250    | Time taken for max_steps : 0.000001 seconds
Step: 250    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006255 seconds
Step: 250    |Time taken for simulate : 0.005226 seconds
Step: 250    | Time taken for NumPy : 0.000200 seconds
Step: 250    | Time taken for obs : 0.000001 seconds
Step: 250    | Time taken for reward : 0.000001 seconds
Step: 251    | Time taken for rollback : 0.000015 seconds
Step: 251    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007488 seconds
Step: 251    |Time taken for simulate : 0.001780 seconds
Step: 251    | Time taken for NumPy : 0.000186 seconds
Step: 251    | Time taken for obs : 0.000000 seconds
Step: 251    | Time taken for reward : 0.000001 seconds
Step: 252    | Time taken for rollback : 0.000015 seconds
Step: 252    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.010839 seconds
Step: 252    |Time taken for simulate : 0.003689 seconds
Step: 252    | Time taken for NumPy : 0.000419 seconds
Step: 252    | Time taken for obs : 0.000000 seconds
Step: 252    | Time taken for reward : 0.000001 seconds
Step: 253    | Time taken for rollback : 0.000014 seconds
Step: 253    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006453 seconds
Step: 253    |Time taken for simulate : 0.001884 seconds
Step: 253    | Time taken for NumPy : 0.000174 seconds
Step: 253    | Time taken for obs : 0.000000 seconds
Step: 253    | Time taken for reward : 0.000001 seconds
Step: 254    | Time taken for rollback : 0.000013 seconds
Step: 254    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006408 seconds
Step: 254    |Time taken for simulate : 0.001849 seconds
Step: 254    | Time taken for NumPy : 0.000174 seconds
Step: 254    | Time taken for obs : 0.000001 seconds
Step: 254    | Time taken for reward : 0.000001 seconds
Step: 255    | Time taken for rollback : 0.000013 seconds
Step: 255    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006110 seconds
Step: 255    |Time taken for simulate : 0.001950 seconds
Step: 255    | Time taken for NumPy : 0.000391 seconds
Step: 255    | Time taken for obs : 0.000001 seconds
Step: 255    | Time taken for reward : 0.000001 seconds
Step: 256    | Initial PSNR: 19.327980
PSNR Before: 19.347645 | PSNR After: 19.348265 | Change: 0.000620 | Diff: 0.020285
Reward: 0.50 | Success Ratio: 0.355469 | Flip Count: 91
Flip Pixel: Channel=6, Row=49, Col=8
Time taken for this data: 1736773931.57 seconds
Step: 256    | Time taken for print : 0.001416 seconds
Step: 256    | Time taken for terminated : 0.000002 seconds
Step: 256    | Time taken for max_steps : 0.000001 seconds
Step: 256    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006179 seconds
Step: 256    |Time taken for simulate : 0.012252 seconds
Step: 256    | Time taken for NumPy : 0.000176 seconds
Step: 256    | Time taken for obs : 0.000000 seconds
Step: 256    | Time taken for reward : 0.000001 seconds
Step: 257    | Time taken for print : 0.000001 seconds
Step: 257    | Time taken for terminated : 0.000001 seconds
Step: 257    | Time taken for max_steps : 0.000001 seconds
Step: 257    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006104 seconds
Step: 257    |Time taken for simulate : 0.007532 seconds
Step: 257    | Time taken for NumPy : 0.000589 seconds
Step: 257    | Time taken for obs : 0.000001 seconds
Step: 257    | Time taken for reward : 0.000003 seconds
Step: 258    | Time taken for rollback : 0.000035 seconds
Step: 258    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.014601 seconds
Step: 258    |Time taken for simulate : 0.007510 seconds
Step: 258    | Time taken for NumPy : 0.000288 seconds
Step: 258    | Time taken for obs : 0.000000 seconds
Step: 258    | Time taken for reward : 0.000001 seconds
Step: 259    | Time taken for rollback : 0.000015 seconds
Step: 259    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007492 seconds
Step: 259    |Time taken for simulate : 0.002278 seconds
Step: 259    | Time taken for NumPy : 0.000170 seconds
Step: 259    | Time taken for obs : 0.000001 seconds
Step: 259    | Time taken for reward : 0.000001 seconds
Step: 260    | Time taken for rollback : 0.000016 seconds
Step: 260    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007286 seconds
Step: 260    |Time taken for simulate : 0.002252 seconds
Step: 260    | Time taken for NumPy : 0.000173 seconds
Step: 260    | Time taken for obs : 0.000000 seconds
Step: 260    | Time taken for reward : 0.000001 seconds
Step: 261    | Time taken for rollback : 0.000013 seconds
Step: 261    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006035 seconds
Step: 261    |Time taken for simulate : 0.004614 seconds
Step: 261    | Time taken for NumPy : 0.000199 seconds
Step: 261    | Time taken for obs : 0.000000 seconds
Step: 261    | Time taken for reward : 0.000001 seconds
Step: 262    | Time taken for rollback : 0.000015 seconds
Step: 262    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006267 seconds
Step: 262    |Time taken for simulate : 0.001978 seconds
Step: 262    | Time taken for NumPy : 0.000174 seconds
Step: 262    | Time taken for obs : 0.000001 seconds
Step: 262    | Time taken for reward : 0.000001 seconds
Step: 263    | Time taken for print : 0.000001 seconds
Step: 263    | Time taken for terminated : 0.000002 seconds
Step: 263    | Time taken for max_steps : 0.000001 seconds
Step: 263    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.011637 seconds
Step: 263    |Time taken for simulate : 0.002017 seconds
Step: 263    | Time taken for NumPy : 0.000183 seconds
Step: 263    | Time taken for obs : 0.000001 seconds
Step: 263    | Time taken for reward : 0.000001 seconds
Step: 264    | Time taken for print : 0.000001 seconds
Step: 264    | Time taken for terminated : 0.000002 seconds
Step: 264    | Time taken for max_steps : 0.000001 seconds
Step: 264    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007287 seconds
Step: 264    |Time taken for simulate : 0.002127 seconds
Step: 264    | Time taken for NumPy : 0.000341 seconds
Step: 264    | Time taken for obs : 0.000001 seconds
Step: 264    | Time taken for reward : 0.000001 seconds
Step: 265    | Time taken for rollback : 0.000013 seconds
Step: 265    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006702 seconds
Step: 265    |Time taken for simulate : 0.002063 seconds
Step: 265    | Time taken for NumPy : 0.000224 seconds
Step: 265    | Time taken for obs : 0.000000 seconds
Step: 265    | Time taken for reward : 0.000001 seconds
Step: 266    | Time taken for rollback : 0.000016 seconds
Step: 266    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006322 seconds
Step: 266    |Time taken for simulate : 0.008918 seconds
Step: 266    | Time taken for NumPy : 0.000386 seconds
Step: 266    | Time taken for obs : 0.000000 seconds
Step: 266    | Time taken for reward : 0.000001 seconds
Step: 267    | Time taken for rollback : 0.000012 seconds
Step: 267    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006964 seconds
Step: 267    |Time taken for simulate : 0.009340 seconds
Step: 267    | Time taken for NumPy : 0.000189 seconds
Step: 267    | Time taken for obs : 0.000000 seconds
Step: 267    | Time taken for reward : 0.000001 seconds
Step: 268    | Time taken for print : 0.000004 seconds
Step: 268    | Time taken for terminated : 0.000004 seconds
Step: 268    | Time taken for max_steps : 0.000001 seconds
Step: 268    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008750 seconds
Step: 268    |Time taken for simulate : 0.001928 seconds
Step: 268    | Time taken for NumPy : 0.000203 seconds
Step: 268    | Time taken for obs : 0.000001 seconds
Step: 268    | Time taken for reward : 0.000001 seconds
Step: 269    | Time taken for rollback : 0.000017 seconds
Step: 269    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007302 seconds
Step: 269    |Time taken for simulate : 0.009321 seconds
Step: 269    | Time taken for NumPy : 0.000201 seconds
Step: 269    | Time taken for obs : 0.000000 seconds
Step: 269    | Time taken for reward : 0.000001 seconds
Step: 270    | Time taken for rollback : 0.000013 seconds
Step: 270    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006220 seconds
Step: 270    |Time taken for simulate : 0.001809 seconds
Step: 270    | Time taken for NumPy : 0.000232 seconds
Step: 270    | Time taken for obs : 0.000000 seconds
Step: 270    | Time taken for reward : 0.000001 seconds
Step: 271    | Time taken for print : 0.000001 seconds
Step: 271    | Time taken for terminated : 0.000002 seconds
Step: 271    | Time taken for max_steps : 0.000001 seconds
Step: 271    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.010327 seconds
Step: 271    |Time taken for simulate : 0.002128 seconds
Step: 271    | Time taken for NumPy : 0.000209 seconds
Step: 271    | Time taken for obs : 0.000000 seconds
Step: 271    | Time taken for reward : 0.000001 seconds
Step: 272    | Time taken for rollback : 0.000014 seconds
Step: 272    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007154 seconds
Step: 272    |Time taken for simulate : 0.001858 seconds
Step: 272    | Time taken for NumPy : 0.000538 seconds
Step: 272    | Time taken for obs : 0.000000 seconds
Step: 272    | Time taken for reward : 0.000000 seconds
Step: 273    | Time taken for print : 0.000001 seconds
Step: 273    | Time taken for terminated : 0.000002 seconds
Step: 273    | Time taken for max_steps : 0.000001 seconds
Step: 273    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.010118 seconds
Step: 273    |Time taken for simulate : 0.002133 seconds
Step: 273    | Time taken for NumPy : 0.000192 seconds
Step: 273    | Time taken for obs : 0.000001 seconds
Step: 273    | Time taken for reward : 0.000001 seconds
Step: 274    | Time taken for print : 0.000001 seconds
Step: 274    | Time taken for terminated : 0.000002 seconds
Step: 274    | Time taken for max_steps : 0.000000 seconds
Step: 274    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.010422 seconds
Step: 274    |Time taken for simulate : 0.013741 seconds
Step: 274    | Time taken for NumPy : 0.000213 seconds
Step: 274    | Time taken for obs : 0.000001 seconds
Step: 274    | Time taken for reward : 0.000001 seconds
Step: 275    | Time taken for rollback : 0.000020 seconds
Step: 275    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.010052 seconds
Step: 275    |Time taken for simulate : 0.012967 seconds
Step: 275    | Time taken for NumPy : 0.000173 seconds
Step: 275    | Time taken for obs : 0.000000 seconds
Step: 275    | Time taken for reward : 0.000001 seconds
Step: 276    | Time taken for rollback : 0.000013 seconds
Step: 276    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006549 seconds
Step: 276    |Time taken for simulate : 0.012516 seconds
Step: 276    | Time taken for NumPy : 0.000175 seconds
Step: 276    | Time taken for obs : 0.000000 seconds
Step: 276    | Time taken for reward : 0.000001 seconds
Step: 277    | Time taken for rollback : 0.000013 seconds
Step: 277    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006541 seconds
Step: 277    |Time taken for simulate : 0.006485 seconds
Step: 277    | Time taken for NumPy : 0.000197 seconds
Step: 277    | Time taken for obs : 0.000001 seconds
Step: 277    | Time taken for reward : 0.000001 seconds
Step: 278    | Time taken for print : 0.000001 seconds
Step: 278    | Time taken for terminated : 0.000001 seconds
Step: 278    | Time taken for max_steps : 0.000001 seconds
Step: 278    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006120 seconds
Step: 278    |Time taken for simulate : 0.002408 seconds
Step: 278    | Time taken for NumPy : 0.000451 seconds
Step: 278    | Time taken for obs : 0.000000 seconds
Step: 278    | Time taken for reward : 0.000000 seconds
Step: 279    | Time taken for rollback : 0.000013 seconds
Step: 279    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006080 seconds
Step: 279    |Time taken for simulate : 0.001945 seconds
Step: 279    | Time taken for NumPy : 0.000529 seconds
Step: 279    | Time taken for obs : 0.000000 seconds
Step: 279    | Time taken for reward : 0.000001 seconds
Step: 280    | Time taken for print : 0.000001 seconds
Step: 280    | Time taken for terminated : 0.000240 seconds
Step: 280    | Time taken for max_steps : 0.000000 seconds
Step: 280    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008690 seconds
Step: 280    |Time taken for simulate : 0.002470 seconds
Step: 280    | Time taken for NumPy : 0.000246 seconds
Step: 280    | Time taken for obs : 0.000000 seconds
Step: 280    | Time taken for reward : 0.000001 seconds
Step: 281    | Time taken for print : 0.000002 seconds
Step: 281    | Time taken for terminated : 0.000003 seconds
Step: 281    | Time taken for max_steps : 0.000240 seconds
Step: 281    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.011097 seconds
Step: 281    |Time taken for simulate : 0.003552 seconds
Step: 281    | Time taken for NumPy : 0.000187 seconds
Step: 281    | Time taken for obs : 0.000001 seconds
Step: 281    | Time taken for reward : 0.000001 seconds
Step: 282    | Time taken for print : 0.000001 seconds
Step: 282    | Time taken for terminated : 0.000002 seconds
Step: 282    | Time taken for max_steps : 0.000001 seconds
Step: 282    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007115 seconds
Step: 282    |Time taken for simulate : 0.001887 seconds
Step: 282    | Time taken for NumPy : 0.000177 seconds
Step: 282    | Time taken for obs : 0.000000 seconds
Step: 282    | Time taken for reward : 0.000000 seconds
Step: 283    | Time taken for rollback : 0.000014 seconds
Step: 283    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006679 seconds
Step: 283    |Time taken for simulate : 0.014675 seconds
Step: 283    | Time taken for NumPy : 0.000175 seconds
Step: 283    | Time taken for obs : 0.000000 seconds
Step: 283    | Time taken for reward : 0.000000 seconds
Step: 284    | Time taken for rollback : 0.000013 seconds
Step: 284    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006453 seconds
Step: 284    |Time taken for simulate : 0.012642 seconds
Step: 284    | Time taken for NumPy : 0.000177 seconds
Step: 284    | Time taken for obs : 0.000001 seconds
Step: 284    | Time taken for reward : 0.000001 seconds
Step: 285    | Time taken for print : 0.000001 seconds
Step: 285    | Time taken for terminated : 0.000002 seconds
Step: 285    | Time taken for max_steps : 0.000001 seconds
Step: 285    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.010485 seconds
Step: 285    |Time taken for simulate : 0.015442 seconds
Step: 285    | Time taken for NumPy : 0.000190 seconds
Step: 285    | Time taken for obs : 0.000001 seconds
Step: 285    | Time taken for reward : 0.000001 seconds
Step: 286    | Time taken for print : 0.000001 seconds
Step: 286    | Time taken for terminated : 0.000002 seconds
Step: 286    | Time taken for max_steps : 0.000001 seconds
Step: 286    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007911 seconds
Step: 286    |Time taken for simulate : 0.002977 seconds
Step: 286    | Time taken for NumPy : 0.000195 seconds
Step: 286    | Time taken for obs : 0.000001 seconds
Step: 286    | Time taken for reward : 0.000001 seconds
Step: 287    | Time taken for print : 0.000001 seconds
Step: 287    | Time taken for terminated : 0.000001 seconds
Step: 287    | Time taken for max_steps : 0.000001 seconds
Step: 287    | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006810 seconds
Step: 287    |Time taken for simulate : 0.001949 seconds
Step: 287    | Time taken for NumPy : 0.000180 seconds
Step: 287    | Time taken for obs : 0.000000 seconds
Step: 287    | Time taken for reward : 0.000001 seconds
